Commodity_Group,Price_Detail,Price_Type,MARKET,Unit_of_Measurement,PRICEID,Unit,Date,Value
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W36","1045"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W37","1048"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W38","1075"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W39","1079"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W40","1085"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W41","1058"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W42","1068"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W43","1059"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W44","1086"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W45","1063"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W46","1060"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W47","1052"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W48","1052"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W49","1046"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W50","1047"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W51","1044"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2024W52","1047"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W1","1035"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W2","1023"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W3","1026"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W4","1043"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W5","1056"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W6","1049"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W7","1059"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W8","1098"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W9","1213"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W10","1278"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W11","1318"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W12","1326"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W13","1333"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W14","1343"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W15","1372"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W16","1334"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W17","1330"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W18","1317"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W19","1276"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W20","1256"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W21","1231"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W22","1216"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W23","1150"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W24","1213"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W25","1193"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W26","1208"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W27","1193"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W28","1209"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W29","1216"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W30","1206"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W31","1200"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W32","1185"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W33","1172"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W34","1164"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W35","1133"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W36","1123"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W37","1135"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W38","1113"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W39","1102"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W40","1099"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W41","1097"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W42","1088"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W43","1084"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W44","1080"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W45","1085"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W46","1117"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W47","1135"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W48","1166"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W49","1165"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W50","1202"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W51","1224"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2025W52","1229"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price","Point","USA, Midwest, FOB","USD/t","704","USD/t","2026W1","1230"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W25","833"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W26","818"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W27","809"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W28","791"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W29","782"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W30","759"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W31","741"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W32","745"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W33","755"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W34","764"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W35","763"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W36","772"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W37","765"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W38","764"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W39","765"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W40","753"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W41","741"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W42","730"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W43","721"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W44","710"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W45","685"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W46","705"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W47","720"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W48","723"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W49","757"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W50","801"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W51","833"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2010W52","865"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W1","890"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W2","908"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W3","933"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W4","991"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W5","1001"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W6","1005"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W7","1025"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W8","1031"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W9","1044"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W10","1057"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W11","1081"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W12","1078"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W13","1086"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W14","1078"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W15","1067"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W16","1066"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W17","1041"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W18","1041"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W19","1015"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W20","1002"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W21","972"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W22","968"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W23","967"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W24","968"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W25","955"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W26","944"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W27","931"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W28","918"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W29","914"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W30","888"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W31","883"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W32","859"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W33","854"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W34","865"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W35","869"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W36","891"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W37","898"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W38","904"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W39","901"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W40","882"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W41","876"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W42","854"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W43","842"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W44","822"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W45","818"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W46","828"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W47","840"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W48","848"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W49","862"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W50","882"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W51","888"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2011W52","906"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W1","919"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W2","925"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W3","935"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W4","942"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W5","940"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W6","933"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W7","925"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W8","916"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W9","902"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W10","887"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W11","887"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W12","872"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W13","869"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W14","876"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W15","874"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W16","881"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W17","868"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W18","860"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W19","854"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W20","843"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W21","841"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W22","821"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W23","814"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W24","804"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W25","794"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W26","788"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W27","777"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W28","777"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W29","794"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W30","796"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W31","796"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W32","822"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W33","842"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W34","854"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W35","847"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W36","848"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W37","841"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W38","832"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W39","811"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W40","798"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W41","776"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W42","765"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W43","750"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W44","758"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W45","771"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W46","793"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W47","815"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W48","821"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W49","817"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W50","816"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W51","809"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2012W52","807"
"Steel - Carbon","Hot-dipped Galvanised Coil, Spot price, Base","Point","USA, Midwest, FOB","USD/t","702","USD/t","2013W1","810"
