GLNumber,Comments,Description,FSfunction,RatioCode,GLLevel,RatioCodeDesc,coaddress1,coaddress2,cocity,costate,cozip,CompanyName,DrCrAcct,SubtotalGLNumber,Inactive,HideInactive
7120,,Utilities,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120,False,False
7120-05,,Utilities - Scrap,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120-05,False,False
7120-10,,Utilities - Warehouse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120-10,False,False
7120-15,,Utilities - Trucking,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120-15,False,False
7120-30,,Utilities - S&M,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120-30,False,False
7120-40,,Utilities - TOTAL (G&A),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7120-40,False,False
7400,,Mail and Postage,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7400,False,False
7400-40,,Mail and Postage - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7400-40,False,False
7901-40,,Recovery Liab Ins. - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7901-40,False,False
7902-40,,Recovery R/E & P/P TAX-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7902-40,False,False
7903-40,,Recovery Group Ins - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7903-40,False,False
7904-40,,Recovery Utilities - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7904-40,False,False
7905-40,,Recovery Telephone - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7905-40,False,False
7906-40,,Recovery Fed & MN U/C Fnd-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7906-40,False,False
7907-40,,Recovery Depreciation - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7907-40,False,False
7908-40,,Recovery Auto Expense - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7908-40,False,False
7909-40,,Recovery Payroll Taxes G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7909-40,False,False
7913-40,,Recovery Officer Salary-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7913-40,False,False
7914-40,,Recovery Special Salary-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7914-40,False,False
7999,,Total Expenses,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,7999,False,False
8000,,OTHER INCOME AND EXPENSE,P & L,,0,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8000,False,False
8020,,Misc. Income,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8020,False,False
8020-40,,Misc. Income / Expense - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8020-40,False,False
8040,,Interest Income,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8040,False,False
8040-40,,Interest-Other Exp (Income),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8040-40,False,False
8041,,Finance Charge Income,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8041,False,False
8041-40,,Finance Charge Income - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8041-40,False,False
8042,,Income Adj. - G & A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8042,False,False
8042-40,,Income Adj.- G & A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8042-40,False,False
8043-40,,Qucoa - Interest Income - G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8043-40,False,False
8045,,Interest Expense (Bank),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045,False,False
8045-05,,Interest Expense (Bank) - Scrap,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045-05,False,False
8045-10,,Interest Expense (Bank) - Warehouse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045-10,False,False
8045-15,,Interest Expense (Bank) - Trucking,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045-15,False,False
8045-30,,Interest Expense (Bank) - S&M,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045-30,False,False
8045-40,,Interest Expense (Bank) - TOTAL (G&A),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8045-40,False,False
8046,,Interest Expense (Mortgage),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046,False,False
8046-05,,Interest Exp (Mortgage) - Scrap,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046-05,False,False
8046-10,,Interest Exp (Mortgage) - Warehouse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046-10,False,False
8046-15,,Interest Exp (Mortgage) - Trucking,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046-15,False,False
8046-30,,Interest Exp (Mortgage) - S & M,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046-30,False,False
8046-40,,Interest Exp (Mortgage) - TOTAL (G&A),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8046-40,False,False
8047,,Interest Expense (Related),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047,False,False
8047-05,,Related Party Interest - Scrap,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047-05,False,False
8047-10,,Related Party Interest - Warehouse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047-10,False,False
8047-15,,Related Party Interest - Trucking,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047-15,False,False
8047-30,,Related Party Interest - Sales,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047-30,False,False
8047-40,,Related Party Interest - G & A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8047-40,False,False
8048,,Interest Expense (Auto Financed),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8048,False,False
8048-05,,InterestExp (Auto Fin)-Scrap,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8048-05,False,False
8048-10,,InterestExp (Auto Fin)-Warehouse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8048-10,False,False
8048-40,,Interest Exp (Auto.Fin)-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8048-40,False,False
8049,,Total Production Expenses,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9990,False,False
8049-30,,Total Sales Expenses,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9990,False,False
8049-40,,Total G & A Expenses,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9990,False,False
8049-50,,Total Interest Expenses,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9990,False,False
8050,,Sale of Fixed Assets,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8050,False,False
8050-40,,Gain/Loss on Fixed Assets,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8050-40,False,False
8051,,Real Estate Tax Abatement,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8051,False,False
8055,,Dividends,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8055,False,False
8055-40,,Dividends (Gain on Investment Sale),P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8055-40,False,False
8060-40,,Recovery Int.Exp(Bank)-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8060-40,False,False
8061-40,,Recovery Int.Exp(Mrtg)-G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8061-40,False,False
8062-40,,Recovery Int.(Int'nl)- G&A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8062-40,False,False
8070,,Penalties,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8070,False,False
8070-10,,Forecasting Adjustment - Whse,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8070-10,False,False
8070-15,,Forecasting Adjustment - Trucking,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8070-15,False,False
8070-30,,Forecasting Adjustment - Sales,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8070-30,False,False
8070-40,,Forecasting Adjustment - G & A,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8070-40,False,False
8099,,Total Other Income & Expense,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8099,False,False
8099-40,,Total Other Income/Exp.-G&A,P & L,,2,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,8099-40,False,False
9980,,Current Year Disbursements,P & L,,1,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9980,False,False
9990,,Total Income,P & L,,6,,2575 Doswell Ave.,,Saint Paul,MN,55108-1520,Quality Metals,D,9990,False,False
